Geneid	Chr	Start	End	Strand	Length	70aU	70bU	70ai	70bi	RAD50-3U	RAD50-4U	RAD50-3i	RAD50-4i
Tb427_090076000	Chr9_core_Tb427v10	1732274	1733869	+	1596	0	0	0	2	0	14	0	0
Tb427_000437300:pseudogene	Chr6_3B_Tb427v10	544274	545082	-	809	0	0	5	0	8	0	12	14
Tb427_000226700:pseudogene	Chr1_3A_Tb427v10	1569973	1572677	+	2705	0	0	0	0	0	0	0	0
Tb427_110032700	Chr11_core_Tb427v10	772796	774781	-	1986	0	0	0	0	0	0	0	0
Tb427_100047800:pseudogene	Chr10_core_Tb427v10	1111413	1111745	+	333	0	0	0	0	0	0	0	0
Tb427_000744000:pseudogene	unitig_2228_Tb427v10	9458	9946	+	489	0	4	8	0	17	4	2	2
Tb427_110149400	Chr11_core_Tb427v10	3603318	3603390	+	73	0	0	0	0	0	0	0	0
Tb427_000091300:pseudogene	Chr10_3B_Tb427v10	478143	479128	+	986	0	0	0	0	0	0	0	0
Tb427_060037200	Chr6_core_Tb427v10	842097	842630	+	534	0	0	0	0	6	0	2	4
Tb427_000483000:pseudogene	Chr7_5A_Tb427v10	835650	837013	+	1364	0	0	0	0	0	0	0	0
Tb427_000645900:pseudogene	unitig_1837_Tb427v10	12535	13002	-	468	0	0	0	0	0	0	0	0
Tb427_000664700:pseudogene	unitig_1879_Tb427v10	1653	4285	-	2633	0	0	0	0	0	0	0	0
Tb427_020012400	Chr2_core_Tb427v10	254004	255350	+	1347	0	1	1	0	0	0	0	0
Tb427_110173800	Chr11_core_Tb427v10	4196067	4198373	-	2307	0	0	2	2	14	0	0	0
Tb427_000485200:pseudogene	Chr8_3A_Tb427v10	31033	34341	-	3309	9	2	0	0	0	0	6	0
Tb427_060009800	Chr6_core_Tb427v10	172450	174657	-	2208	0	0	0	0	0	1	0	0
Tb427_060031700	Chr6_core_Tb427v10	690801	694127	+	3327	0	82	12	2	8	52	10	16
Tb427_000100600:pseudogene	Chr10_3B_Tb427v10	764192	765568	-	1377	0	0	0	0	0	0	0	0
Tb427_000262700:pseudogene	Chr1_3B_Tb427v10	542206	542909	-	704	0	0	0	0	0	0	0	0
Tb427_010021700	Chr1_core_Tb427v10	486131	489205	+	3075	0	0	4	2	41	0	4	4
Tb427_070072600	Chr7_core_Tb427v10	1821817	1822590	-	774	0	9	0	2	0	2	0	0
Tb427_000098700	Chr10_3B_Tb427v10	709301	714250	+	4950	0	0	0	0	0	0	0	0
Tb427_000411600:pseudogene	Chr6_3A_Tb427v10	1027611	1028377	-	767	0	0	0	0	0	0	0	0
Tb427_100050700	Chr10_core_Tb427v10	1166775	1167341	-	567	0	6	0	0	0	0	0	0
Tb427_000330400:pseudogene	Chr4_3A_Tb427v10	783936	785273	-	1338	0	0	0	0	0	0	0	0
Tb427_050039300	Chr5_core_Tb427v10	1082928	1086494	-	3567	0	0	0	0	0	0	0	0
Tb427_110025100	Chr11_core_Tb427v10	547753	549459	+	1707	0	0	0	0	0	0	0	0
Tb427_100048300	Chr10_core_Tb427v10	1122880	1124598	-	1719	0	3	0	0	0	5	1	0
Tb427_000101300	Chr10_3B_Tb427v10	797320	798147	-	828	0	0	0	0	0	0	0	0
Tb427_000444000	Chr6_3B_Tb427v10	758409	759098	-	690	0	0	0	0	0	0	0	0
Tb427_000011500	BES15_Tb427v10	42929	46735	+	3807	0	4	0	0	0	2	0	0
Tb427_040044900	Chr4_core_Tb427v10	1034045	1035742	-	1698	0	0	0	0	4	8	4	0
Tb427_040053200	Chr4_core_Tb427v10	1286633	1287136	-	504	6	0	0	0	0	0	0	0
Tb427_000121800:pseudogene	Chr11_3A_Tb427v10	359722	361070	+	1349	0	0	0	0	0	0	0	0
Tb427_060005800:pseudogene	Chr6_core_Tb427v10	50527	51915	+	1389	0	0	0	0	0	0	0	0
Tb427_000714700	unitig_2125_Tb427v10	12268	15960	-	3693	0	0	0	0	0	0	0	0
Tb427_000005500:pseudogene	BES10_Tb427v10	27159	28318	+	1160	0	0	0	0	0	0	0	0
Tb427_000285000:pseudogene	Chr3_3A_Tb427v10	170	3052	-	2883	8	0	0	0	0	0	4	2
Tb427_000222500:pseudogene	Chr1_3A_Tb427v10	1439960	1440310	-	351	0	0	0	0	0	0	0	0
Tb427_100114000	Chr10_core_Tb427v10	2601570	2602475	-	906	0	0	0	2	3	0	0	0
Tb427_000697700:pseudogene	unitig_1988_Tb427v10	4152	4523	+	372	1	2	0	0	0	4	4	1
Tb427_110039600	Chr11_core_Tb427v10	982323	984392	+	2070	32	44	4	2	235	55	40	26
Tb427_000536700:pseudogene	Chr8_5B_Tb427v10	391491	392462	+	972	0	0	0	0	0	0	0	0
Tb427_080066800	Chr8_core_Tb427v10	1671541	1673040	+	1500	655	634	65	104	453	524	157	238
Tb427_000012600	BES17_Tb427v10	19617	19934	+	318	0	0	0	0	0	0	0	6
Tb427_110126100	Chr11_core_Tb427v10	3001262	3001630	+	369	0	0	0	0	0	0	0	0
Tb427_030033800	Chr3_core_Tb427v10	737522	738178	-	657	0	17	0	0	8	0	2	4
Tb427_080060200	Chr8_core_Tb427v10	1508832	1509857	+	1026	0	28	14	4	49	3	14	7
Tb427_000691500:pseudogene	unitig_1962_Tb427v10	17031	17517	-	487	0	10	0	0	7	5	0	4
Tb427_000350700:pseudogene	Chr5_3A_Tb427v10	42982	43877	-	896	0	0	0	0	0	0	0	0
Tb427_080010700	Chr8_core_Tb427v10	193134	201095	-	7962	126	200	38	36	213	185	65	94
Tb427_000437000	Chr6_3B_Tb427v10	535901	537380	-	1480	0	0	0	0	0	0	0	0
Tb427_070054400	Chr7_core_Tb427v10	1277473	1278156	-	684	0	2	0	0	0	0	0	0
Tb427_000457800:pseudogene	Chr7_5A_Tb427v10	135015	135821	+	807	0	0	0	0	0	0	0	0
Tb427_100076800	Chr10_core_Tb427v10	1780343	1781995	+	1653	55	65	9	2	24	28	2	17
Tb427_060051400	Chr6_core_Tb427v10	1175451	1175918	+	468	0	0	0	0	0	0	0	0
Tb427_030021500	Chr3_core_Tb427v10	449611	450081	-	471	0	0	0	0	0	0	2	0
Tb427_000266700:pseudogene	Chr1_3B_Tb427v10	676952	678405	-	1454	0	0	0	0	0	0	0	0
Tb427_000217000:pseudogene	Chr1_3A_Tb427v10	1257102	1257916	-	815	0	0	0	0	0	0	0	0
Tb427_000686600	unitig_1927_Tb427v10	17531	19072	-	1542	0	18	2	4	4	12	251	537
Tb427_000230800	Chr1_3A_Tb427v10	1701147	1702751	-	1605	0	0	0	0	0	0	4	0
Tb427_080037700	Chr8_core_Tb427v10	860894	862102	+	1209	0	24	0	8	24	22	14	4
Tb427_000403800:pseudogene	Chr6_3A_Tb427v10	793639	794060	-	422	0	0	0	0	0	0	0	0
Tb427_000570800:pseudogene	Chr9_3A_Tb427v10	598424	599804	-	1381	0	0	0	0	0	0	0	0
Tb427_100126400	Chr10_core_Tb427v10	2900169	2900672	+	504	0	0	0	0	0	0	0	0
Tb427_100068000	Chr10_core_Tb427v10	1603426	1604889	-	1464	0	8	0	2	2	2	2	0
Tb427_000765500	unitig_2451_Tb427v10	11854	14343	-	2490	2	6	4	0	10	9	2	0
Tb427_000145100:pseudogene	Chr11_3B_Tb427v10	17721	19303	-	1583	0	0	0	0	0	0	2	0
Tb427_000578600:pseudogene	Chr9_3A_Tb427v10	818040	819540	-	1501	0	0	0	0	0	0	4	0
Tb427_050008200	Chr5_core_Tb427v10	132831	134402	+	1572	37	20	2	2	12	6	8	0
Tb427_040055800	Chr4_core_Tb427v10	1345883	1347031	-	1149	24	10	5	0	10	2	4	6
Tb427_060044500	Chr6_core_Tb427v10	1041619	1042110	-	492	0	0	0	0	0	0	0	0
Tb427_090059900	Chr9_core_Tb427v10	1366212	1368392	-	2181	0	0	2	0	0	0	0	0
Tb427_000370600	Chr5_3B_Tb427v10	126638	127963	-	1326	0	0	0	0	0	0	0	0
Tb427_000358100:pseudogene	Chr5_3A_Tb427v10	252666	253540	-	875	0	0	0	0	0	0	0	0
Tb427_110110700	Chr11_core_Tb427v10	2751703	2754585	+	2883	0	39	0	0	0	8	0	0
Tb427_100123900	Chr10_core_Tb427v10	2835190	2837094	+	1905	0	26	0	0	5	0	9	4
Tb427_000129600:pseudogene	Chr11_3A_Tb427v10	615800	617215	+	1416	0	0	0	0	0	0	0	0
Tb427_070024300	Chr7_core_Tb427v10	460593	462665	-	2073	2	0	0	0	8	2	0	2
Tb427_000496100:pseudogene	Chr8_3A_Tb427v10	370594	371083	-	490	0	0	0	0	0	0	0	0
Tb427_100111300	Chr10_core_Tb427v10	2568444	2568782	-	339	0	12	0	4	0	0	2	4
Tb427_070042100	Chr7_core_Tb427v10	956144	958105	-	1962	0	0	0	0	0	0	0	0
Tb427_080069400	Chr8_core_Tb427v10	1737144	1738478	+	1335	0	6	0	0	10	26	8	1
Tb427_000711800	unitig_2119_Tb427v10	43134	44675	-	1542	2	2	0	6	7	3	0	0
Tb427_040029600	Chr4_core_Tb427v10	640633	642852	+	2220	0	12	4	0	0	0	6	48
Tb427_110068100	Chr11_core_Tb427v10	1738013	1738867	-	855	0	8	0	0	8	0	0	4
Tb427_010018200	Chr1_core_Tb427v10	396058	397413	+	1356	0	34	4	2	8	14	4	4
Tb427_080005600	Chr8_core_Tb427v10	22156	22689	-	534	0	1	0	0	2	0	0	0
Tb427_000627400:pseudogene	Chr9_5B_Tb427v10	21124	21973	-	850	0	0	0	0	0	0	0	0
Tb427_100113800	Chr10_core_Tb427v10	2598205	2599272	-	1068	0	20	0	0	5	0	0	0
Tb427_000102600:pseudogene	Chr10_3B_Tb427v10	842948	844482	-	1535	0	0	0	0	0	0	0	0
Tb427_000615800	Chr9_3B_Tb427v10	509356	510421	+	1066	0	0	0	0	13	0	4	10
Tb427_010006900	Chr1_core_Tb427v10	48087	49394	-	1308	0	0	0	0	0	0	0	0
Tb427_110175700:pseudogene	Chr11_core_Tb427v10	4238728	4239242	-	515	0	0	0	0	4	0	0	0
Tb427_000660000	unitig_1859_Tb427v10	12519	12836	-	318	50	98	11	23	44	57	25	22
Tb427_000576400:pseudogene	Chr9_3A_Tb427v10	754558	756078	+	1521	0	0	0	0	0	0	0	0
Tb427_040035200:pseudogene	Chr4_core_Tb427v10	776264	777299	-	1036	0	7	0	0	0	0	0	0
Tb427_000770100	unitig_2455_Tb427v10	25176	25736	+	561	0	0	0	0	0	0	0	0
Tb427_100078200	Chr10_core_Tb427v10	1814545	1815906	-	1362	0	5	0	2	0	18	4	8
Tb427_100078300	Chr10_core_Tb427v10	1816982	1824550	-	7569	2	45	0	12	25	42	9	4
Tb427_110056300	Chr11_core_Tb427v10	1428490	1430442	+	1953	0	0	2	3	0	0	0	5
Tb427_000428300:pseudogene	Chr6_3B_Tb427v10	245199	246636	-	1438	0	0	0	0	0	0	0	0
Tb427_110165600	Chr11_core_Tb427v10	3985296	3986549	-	1254	0	12	0	4	6	7	0	5
Tb427_110174500	Chr11_core_Tb427v10	4211422	4212285	-	864	0	0	0	0	0	0	0	0
Tb427_000543600:pseudogene	Chr8_5B_Tb427v10	595970	596814	+	845	0	0	0	0	0	0	0	0
Tb427_030010600	Chr3_core_Tb427v10	149759	150397	+	639	0	6	0	0	0	0	3	2
Tb427_000767700:pseudogene	unitig_2452_Tb427v10	28732	29199	-	468	0	0	0	0	0	0	0	0
Tb427_000107300:pseudogene	Chr10_5A_Tb427v10	37551	38496	-	946	0	0	0	4	12	0	2	0
Tb427_000435600:pseudogene	Chr6_3B_Tb427v10	468011	468900	-	890	0	0	0	0	0	0	0	0
Tb427_000464400:pseudogene	Chr7_5A_Tb427v10	320677	322017	+	1341	0	0	0	0	0	0	0	0
Tb427_000216500	Chr1_3A_Tb427v10	1244210	1244773	-	564	0	0	0	0	0	0	0	0
Tb427_030023000	Chr3_core_Tb427v10	473639	475495	+	1857	0	15	5	3	3	0	1	1
Tb427_000609800:pseudogene	Chr9_3B_Tb427v10	293850	294708	-	859	0	0	0	0	0	0	0	0
Tb427_020017800	Chr2_core_Tb427v10	405840	407342	-	1503	0	11	0	0	0	0	0	4
Tb427_000574600:pseudogene	Chr9_3A_Tb427v10	700450	700822	+	373	0	0	0	0	0	0	0	0
Tb427_090009100	Chr9_core_Tb427v10	109614	110261	-	648	0	15	0	4	18	6	4	8
Tb427_050037100	Chr5_core_Tb427v10	1013558	1014562	+	1005	0	0	0	0	0	0	0	0
Tb427_110068900	Chr11_core_Tb427v10	1761362	1762240	-	879	0	0	0	0	0	8	2	1
Tb427_060038200	Chr6_core_Tb427v10	865321	868353	+	3033	0	42	5	0	4	9	4	18
Tb427_000209100	Chr1_3A_Tb427v10	1021530	1022897	-	1368	0	0	0	0	0	0	0	0
Tb427_060024100	Chr6_core_Tb427v10	528749	530500	-	1752	0	0	0	0	0	0	0	0
Tb427_000746500	unitig_2231_Tb427v10	6849	7220	-	372	0	0	0	0	0	0	0	0
Tb427_030059400	Chr3_core_Tb427v10	1433561	1435648	+	2088	27	0	0	0	2	8	2	6
Tb427_000330600	Chr4_3A_Tb427v10	793946	795372	-	1427	0	0	0	0	0	0	0	0
Tb427_110079600	Chr11_core_Tb427v10	2046466	2047353	+	888	24	23	2	2	20	10	0	10
Tb427_000570100	Chr9_3A_Tb427v10	582613	583983	-	1371	0	0	0	0	0	0	0	0
Tb427_000346800:pseudogene	Chr4_5A_Tb427v10	69778	70756	+	979	0	0	0	0	0	0	0	0
Tb427_000838600:pseudogene	unitig_520_Tb427v10	212	623	+	412	0	0	0	0	0	0	0	0
Tb427_100090300	Chr10_core_Tb427v10	2060270	2061799	+	1530	14	28	0	6	8	50	4	22
Tb427_000777000	unitig_2476_Tb427v10	23811	24290	-	480	0	0	0	0	0	0	0	0
Tb427_000240400:pseudogene	Chr1_3A_Tb427v10	2009609	2010496	-	888	0	0	0	0	0	0	0	0
Tb427_000451900	Chr6_3B_Tb427v10	995486	997045	-	1560	0	0	0	0	0	0	12	32
Tb427_070072900	Chr7_core_Tb427v10	1841980	1843446	-	1467	14	2	0	0	5	3	0	0
Tb427_100105400	Chr10_core_Tb427v10	2430333	2431595	+	1263	0	34	13	12	43	20	4	10
Tb427_000852400	Chr1_3B_Tb427v10	636749	638014	-	1266	0	0	0	0	0	0	0	0
Tb427_000414200:pseudogene	Chr6_3A_Tb427v10	1113167	1113922	-	756	0	0	0	0	0	0	0	0
Tb427_010026300:pseudogene	Chr1_core_Tb427v10	631499	632013	-	515	8	1	0	0	4	2	0	0
Tb427_000357800:pseudogene	Chr5_3A_Tb427v10	243973	245335	-	1363	0	0	0	0	0	0	0	0
Tb427_000263800:pseudogene	Chr1_3B_Tb427v10	573183	574036	-	854	0	0	0	0	0	0	0	0
Tb427_000787300:pseudogene	unitig_2529_Tb427v10	9669	9994	-	326	0	0	0	0	0	0	0	0
Tb427_000123600:pseudogene	Chr11_3A_Tb427v10	431538	432205	-	668	0	0	0	0	0	0	0	0
Tb427_040051200	Chr4_core_Tb427v10	1235414	1236397	-	984	0	0	0	0	0	0	0	0
Tb427_070040300	Chr7_core_Tb427v10	903504	904442	-	939	0	0	0	0	0	0	0	0
Tb427_000223700:pseudogene	Chr1_3A_Tb427v10	1479579	1480587	-	1009	0	0	0	0	0	0	0	0
Tb427_000227500:pseudogene	Chr1_3A_Tb427v10	1599075	1599978	-	904	0	0	0	0	0	0	0	0
Tb427_090011700	Chr9_core_Tb427v10	176984	178792	-	1809	0	0	0	0	0	0	0	0
Tb427_000224700	Chr1_3A_Tb427v10	1506350	1506748	-	399	0	0	0	0	0	0	0	0
Tb427_110087600	Chr11_core_Tb427v10	2243941	2246229	+	2289	125	4	4	0	20	46	4	4
Tb427_070049200	Chr7_core_Tb427v10	1158832	1160727	-	1896	0	0	0	0	10	8	0	0
Tb427_000856100	Chr5_3A_Tb427v10	461944	463497	-	1554	0	0	0	0	0	0	0	6
Tb427_040055600	Chr4_core_Tb427v10	1342128	1343090	-	963	0	10	0	0	2	0	0	0
Tb427_000278600	Chr2_5A_Tb427v10	10406	11893	-	1488	0	0	0	0	0	0	0	0
Tb427_000793500	unitig_2569_Tb427v10	36170	40519	-	4350	0	0	0	0	0	0	2	0
Tb427_070035600	Chr7_core_Tb427v10	761137	761322	+	186	0	0	0	0	0	0	0	0
Tb427_100045200	Chr10_core_Tb427v10	1056743	1060780	-	4038	46	14	0	0	2	6	2	8
Tb427_090053900	Chr9_core_Tb427v10	1230215	1230853	-	639	0	20	4	0	14	27	4	4
Tb427_110181600	Chr11_core_Tb427v10	4376323	4376721	-	399	2	2	0	0	3	4	1	3
Tb427_020013500	Chr2_core_Tb427v10	282678	283964	+	1287	0	0	0	0	0	0	0	0
Tb427_000497100:pseudogene	Chr8_3A_Tb427v10	397999	398598	-	600	0	0	0	0	0	0	0	0
Tb427_110107400	Chr11_core_Tb427v10	2687688	2689349	+	1662	0	0	0	0	0	0	0	0
Tb427_000262900	Chr1_3B_Tb427v10	548297	549271	-	975	0	0	0	0	0	0	0	0
Tb427_060050800	Chr6_core_Tb427v10	1160124	1160549	-	426	0	0	0	0	1	0	0	0
Tb427_070005100:pseudogene	Chr7_core_Tb427v10	5205	6585	-	1381	0	2	0	4	6	0	0	2
Tb427_110189000	Chr11_core_Tb427v10	4596540	4596668	-	129	0	2	2	0	8	4	0	0
Tb427_000079000:pseudogene	Chr10_3B_Tb427v10	122276	122619	+	344	0	0	0	0	0	0	0	0
Tb427_090065500	Chr9_core_Tb427v10	1495449	1495886	+	438	0	8	0	0	0	0	0	0
Tb427_110081600	Chr11_core_Tb427v10	2088391	2088780	-	390	0	0	0	0	0	0	0	0
Tb427_110138000	Chr11_core_Tb427v10	3295299	3295952	+	654	21	26	9	3	16	19	7	5
Tb427_110050100	Chr11_core_Tb427v10	1266776	1269541	+	2766	0	10	0	0	0	0	2	0
Tb427_020030700	Chr2_core_Tb427v10	776309	776644	+	336	0	0	0	0	0	0	0	0
Tb427_000647700:pseudogene	unitig_1841_Tb427v10	14941	16599	-	1659	2	1	2	0	1	3	0	0
Tb427_000204900:pseudogene	Chr1_3A_Tb427v10	895875	896699	+	825	0	0	0	0	0	0	0	0
Tb427_090080400	Chr9_core_Tb427v10	1835516	1840252	-	4737	0	0	0	0	27	0	0	8
Tb427_050009000	Chr5_core_Tb427v10	154696	156339	-	1644	0	0	0	0	0	0	0	0
Tb427_030018400	Chr3_core_Tb427v10	363112	363981	-	870	0	0	0	0	0	0	0	0
Tb427_110173200	Chr11_core_Tb427v10	4183755	4185932	-	2178	0	0	0	0	0	0	0	0
Tb427_000037200:pseudogene	Chr10_3A_Tb427v10	394196	395796	-	1601	0	0	0	0	0	0	0	0
Tb427_000240800:pseudogene	Chr1_3A_Tb427v10	2023374	2024931	-	1558	0	0	0	0	0	0	0	0
Tb427_000193200:pseudogene	Chr1_3A_Tb427v10	563769	565277	-	1509	0	0	0	0	0	0	0	0
Tb427_100018600	Chr10_core_Tb427v10	362113	364596	-	2484	0	0	0	0	0	0	0	0
Tb427_000775100	unitig_2467_Tb427v10	19780	23124	-	3345	9	0	0	0	0	6	0	0
Tb427_000200100	Chr1_3A_Tb427v10	752478	752972	-	495	0	0	0	0	0	0	0	0
Tb427_000542600	Chr8_5B_Tb427v10	570638	571312	+	675	0	0	0	0	0	0	0	0
Tb427_060028200	Chr6_core_Tb427v10	611851	612603	+	753	0	0	0	0	0	0	0	0
Tb427_040020800	Chr4_core_Tb427v10	383502	385238	-	1737	0	9	0	6	0	0	0	4
Tb427_110058100	Chr11_core_Tb427v10	1476077	1477777	+	1701	13	6	2	2	20	0	2	2
Tb427_030012200	Chr3_core_Tb427v10	193723	193977	+	255	0	0	0	0	0	0	2	0
Tb427_000499600:pseudogene	Chr8_3A_Tb427v10	492537	493004	-	468	0	3	0	0	0	0	0	0
Tb427_100024200	Chr10_core_Tb427v10	482198	482797	+	600	0	0	0	0	0	0	0	0
Tb427_000348600	Chr4_5B_Tb427v10	32203	33876	-	1674	2	3	1	0	2	4	1	2
Tb427_000836200:pseudogene	unitig_464_Tb427VSG-315_and_Tb427VSG-369_Tb427v10	15858	17429	+	1572	0	0	0	0	0	0	0	0
Tb427_110034100	Chr11_core_Tb427v10	813085	814236	-	1152	98	12	0	2	0	17	6	2
Tb427_000263100	Chr1_3B_Tb427v10	552313	552633	-	321	0	0	0	0	0	0	0	0
Tb427_000855600	Chr5_3A_Tb427v10	270150	271309	-	1160	0	0	0	0	0	0	0	0
Tb427_000148000	Chr11_3B_Tb427v10	111362	112477	+	1116	0	0	0	0	0	0	0	0
Tb427_100071700	Chr10_core_Tb427v10	1693479	1694948	+	1470	50	17	9	2	5	23	4	12
Tb427_000137700:pseudogene	Chr11_3A_Tb427v10	862137	863633	-	1497	0	0	0	0	0	0	0	0
Tb427_000460300	Chr7_5A_Tb427v10	207862	208961	+	1100	0	2	0	0	0	0	4	26
Tb427_100090700	Chr10_core_Tb427v10	2064413	2075578	+	11166	17	32	1	1	8	12	3	10
Tb427_010024500	Chr1_core_Tb427v10	556985	558304	-	1320	143	23	6	8	0	2	4	9
Tb427_060012600	Chr6_core_Tb427v10	284403	290786	-	6384	0	2	0	0	0	0	2	0
Tb427_000341400	Chr4_3B_Tb427v10	195710	196903	-	1194	0	0	0	0	0	0	0	0
Tb427_000117500	Chr11_3A_Tb427v10	244826	245593	+	768	0	0	0	0	0	0	0	0
Tb427_000358800:pseudogene	Chr5_3A_Tb427v10	280507	281504	-	998	0	0	0	0	0	0	2	0
Tb427_040019300	Chr4_core_Tb427v10	355038	357116	-	2079	2	14	0	0	12	2	0	0
Tb427_000761400:pseudogene	unitig_2342_Tb427v10	604	2975	+	2372	2	0	0	0	0	0	1	0
Tb427_110035100	Chr11_core_Tb427v10	828773	830488	-	1716	0	0	0	0	0	16	0	0
Tb427_000828000:pseudogene	unitig_3147_Tb427v10	11899	12803	-	905	0	0	0	0	0	0	0	0
Tb427_110041200	Chr11_core_Tb427v10	1022769	1023590	+	822	0	0	0	0	0	0	0	2
Tb427_100037100	Chr10_core_Tb427v10	813432	815117	+	1686	0	8	0	0	0	0	2	2
Tb427_000829600	unitig_316_Tb427v10	36822	37607	-	786	1	0	0	0	0	0	2	0
Tb427_110155600	Chr11_core_Tb427v10	3745909	3746085	+	177	0	0	0	0	0	0	0	0
Tb427_000393000:pseudogene	Chr6_3A_Tb427v10	447997	449330	-	1334	0	0	0	0	0	0	2	0
Tb427_070045800	Chr7_core_Tb427v10	1067961	1070519	+	2559	0	0	0	1	0	0	2	0
Tb427_000147900	Chr11_3B_Tb427v10	109688	110782	-	1095	0	0	0	0	0	0	0	0
Tb427_100134400	Chr10_core_Tb427v10	3078172	3079308	-	1137	32	0	0	0	9	0	2	0
Tb427_000586900:pseudogene	Chr9_3A_Tb427v10	1070665	1072149	+	1485	0	0	0	0	0	0	0	0
Tb427_080033000	Chr8_core_Tb427v10	724714	724787	-	74	0	0	0	0	0	0	0	0
Tb427_000019300	BES3_Tb427v10	35748	36263	-	516	0	0	0	0	0	0	0	0
Tb427_110137100	Chr11_core_Tb427v10	3281534	3281857	+	324	0	0	0	0	0	0	0	0
Tb427_070046100	Chr7_core_Tb427v10	1074343	1074705	+	363	0	1	0	0	0	0	0	0
Tb427_100042200	Chr10_core_Tb427v10	958909	959760	-	852	0	0	0	0	0	0	0	0
Tb427_080059900	Chr8_core_Tb427v10	1501717	1503183	+	1467	83	33	2	9	14	33	14	29
Tb427_000448400:pseudogene	Chr6_3B_Tb427v10	891990	893483	-	1494	0	0	0	0	0	0	0	0
Tb427_000338300:pseudogene	Chr4_3B_Tb427v10	99803	100995	-	1193	0	0	0	0	0	0	0	0
Tb427_000106400	Chr10_3B_Tb427v10	950057	951610	+	1554	0	0	0	0	0	0	0	0
Tb427_000784900	unitig_2500_Tb427v10	7929	8618	+	690	0	4	0	0	0	0	0	0
Tb427_000042600	Chr10_3A_Tb427v10	537673	538566	-	894	0	0	0	0	0	0	0	0
Tb427_000071300	Chr10_3A_Tb427v10	1485486	1488242	+	2757	0	0	0	0	0	0	0	0
Tb427_000408300	Chr6_3A_Tb427v10	937549	938663	-	1115	0	0	0	0	0	0	0	0
Tb427_000604000:pseudogene	Chr9_3B_Tb427v10	105219	107921	-	2703	0	0	0	0	0	0	0	0
Tb427_000248400	Chr1_3B_Tb427v10	106237	107760	-	1524	0	0	0	0	0	0	0	0
Tb427_020023300	Chr2_core_Tb427v10	564630	565703	-	1074	0	0	0	0	0	0	0	0
Tb427_000304900	Chr3_5B_Tb427v10	21114	23777	-	2664	0	0	0	0	0	0	0	0
Tb427_000319400:pseudogene	Chr4_3A_Tb427v10	452698	453543	-	846	0	0	0	0	0	0	0	0
Tb427_000074200	Chr10_3A_Tb427v10	1582219	1583848	-	1630	0	0	2	0	0	2	0	8
Tb427_080086400:pseudogene	Chr8_core_Tb427v10	2267189	2268994	+	1806	0	0	0	2	0	1	2	0
Tb427_090069500	Chr9_core_Tb427v10	1588602	1591589	+	2988	0	11	0	10	0	10	0	0
Tb427_110133000	Chr11_core_Tb427v10	3182330	3185350	+	3021	0	0	0	0	0	0	0	0
Tb427_100115500	Chr10_core_Tb427v10	2644678	2644750	-	73	0	0	0	0	0	0	0	0
Tb427_110167000	Chr11_core_Tb427v10	4019060	4020997	-	1938	0	0	0	0	0	0	0	0
Tb427_000575100:pseudogene	Chr9_3A_Tb427v10	714428	715891	+	1464	0	0	0	0	0	0	0	0
Tb427_000447400:pseudogene	Chr6_3B_Tb427v10	859056	859856	-	801	0	0	0	0	0	0	0	4
Tb427_000055700:pseudogene	Chr10_3A_Tb427v10	936919	938474	+	1556	0	0	0	0	0	0	0	0
Tb427_000150300:pseudogene	Chr11_3B_Tb427v10	180823	182277	-	1455	0	0	0	0	0	0	0	0
Tb427_000579000	Chr9_3A_Tb427v10	828424	829881	-	1458	0	0	0	6	18	22	0	8
Tb427_030053600	Chr3_core_Tb427v10	1274147	1278388	+	4242	0	5	0	4	0	12	2	0
Tb427_000311700:pseudogene	Chr4_3A_Tb427v10	203249	204232	+	984	0	0	0	0	2	0	0	0
Tb427_000819000:pseudogene	unitig_3033_Tb427v10	21498	21850	-	353	0	0	0	0	0	0	0	0
Tb427_100059000	Chr10_core_Tb427v10	1364624	1365664	+	1041	0	10	2	0	4	0	4	14
Tb427_000736700:pseudogene	unitig_2217_Tb427v10	42896	43316	-	421	0	0	0	0	0	0	0	0
Tb427_000651000	unitig_1845_1846_Tb427v10	19420	20721	-	1302	0	0	0	0	0	0	0	0
Tb427_000819600	unitig_303_Tb427v10	21158	22675	+	1518	0	1	0	0	0	1	0	0
Tb427_000392100:pseudogene	Chr6_3A_Tb427v10	419395	420877	-	1483	0	0	0	0	14	6	25	57
Tb427_000565700	Chr9_3A_Tb427v10	462652	463839	-	1188	0	0	0	0	0	0	0	0
Tb427_000796000:pseudogene	unitig_2582_Tb427v10	18761	19245	+	485	0	0	1	0	0	0	0	0
Tb427_000477100:pseudogene	Chr7_5A_Tb427v10	673981	675372	+	1392	0	0	0	0	0	0	23	26
Tb427_110041600	Chr11_core_Tb427v10	1030901	1032208	+	1308	2	0	2	0	0	1	2	1
Tb427_050014300	Chr5_core_Tb427v10	355289	356296	+	1008	0	13	0	0	8	4	0	14
Tb427_110171800	Chr11_core_Tb427v10	4135839	4139180	-	3342	22	120	30	28	99	74	40	52
Tb427_020026400	Chr2_core_Tb427v10	624546	625748	+	1203	0	27	2	24	51	8	0	2
Tb427_050008500	Chr5_core_Tb427v10	142362	143495	-	1134	35	12	0	0	15	4	6	6
Tb427_000703600:pseudogene	unitig_2078_Tb427v10	15362	15712	+	351	0	0	0	0	0	0	0	0
Tb427_100087300	Chr10_core_Tb427v10	2006834	2007634	-	801	0	2	4	0	8	13	3	0
